,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3
NR2E1,-0.269957108,0.244979061,0.093077777,1.922487493,1.73972535,0.745461209,-0.639725058,1.072921506,0.503244928,0.246431122,-0.233844897,0.820428902,0.819535808,1.254502842,1.136297411,0.649332941,0.496045429,0.839954786,0.328774293,0.281866933,-0.718634813,-0.375698027,-1.592388981,0.385566732,0.038892319,-0.790124557,-0.411642845,-1.592388981,-1.592388981,-0.310564835,-1.592388981,-0.814360075,-1.592388981,-1.592388981,-1.592388981,-1.001243676,-1.592388981,-0.635045872,-1.102417539,-0.338103955,-0.228005923,0.217501365,0.399674903,1.823810332,1.603250175,0.961948125,0.011971238,0.897779212,0.669781731,0.403237103
NR2F6,0.448115379,0.247500567,0.648148779,0.801438902,0.776359562,0.172706545,-0.059663908,0.143573945,0.342330008,0.326343115,0.440217786,0.458780884,0.366669259,0.812989595,0.759721097,-0.063832827,-0.398051766,0.237309702,0.237578602,0.3666152,0.191142887,-0.91033105,0.004142799,0.003978183,0.406743938,-0.214874141,-0.075433873,2.146602474,-0.377332575,0.204020499,-1.060281531,-0.259546689,-0.38316079,-3.377095509,-3.377095509,-0.521356115,-3.377095509,-0.447101894,-0.172959118,-0.029364614,0.399116971,0.613540612,0.565205506,0.809929966,0.731083124,0.261640174,0.019061443,0.111497568,0.536722766,0.513749581
PIPOX,0.316282518,0.53571983,-0.380641928,1.585318361,1.353715346,0.887383767,0.844443261,0.764005052,0.520810447,0.058600574,-0.092833179,0.493867246,0.248988068,1.604648025,0.780827895,0.482730978,0.449815645,0.758398042,0.609257736,-0.006375809,-0.559769039,-1.992180531,-1.992180531,0.375295273,0.003391472,-1.359131567,-0.235774062,-1.992180531,-0.923152746,-0.873033684,-1.992180531,-0.525538935,-0.597674113,0.89927355,-1.992180531,-0.540996697,-1.992180531,-0.378499491,-0.800341924,-0.783933868,0.179141352,0.510470037,0.296543196,1.393348177,0.886293868,0.912144664,1.135902498,0.637633159,0.567681335,-0.081151141
PLA2G5,-1.257126617,0.062449254,-0.088157815,1.531891243,1.042999758,0.351527209,0.933647757,1.140889925,0.442872338,-0.070661701,-0.615656554,1.185768873,0.41343153,1.667401361,0.308660811,0.502712328,0.213354847,0.495604328,0.364656964,0.266203839,-1.412028732,0.059505598,-0.324778482,0.358595452,-0.34675504,-1.088313798,0.821531653,-1.503275007,-1.503275007,-1.246195864,0.709015824,0.396598432,-1.450347308,-1.503275007,-1.503275007,-1.114401949,-1.503275007,-0.263502348,-1.336755793,-1.380523703,-1.260794738,0.729413986,0.694177355,1.500105108,1.106815053,0.741953742,1.82930399,0.592049395,0.742550014,-0.433312494
POFUT1,0.583539558,0.164855963,0.006175878,0.75676011,1.195309777,0.734313165,0.549336913,0.465041338,0.672705578,0.819011227,0.428924914,-0.280091564,-0.408741249,0.916813878,1.259701549,0.205583331,-0.020014683,0.377499003,0.555052966,0.663865706,0.591960178,-1.881636191,-1.12757404,-0.324349271,0.247850736,-0.758290987,0.174431497,-3.44701682,-0.928994773,0.185154721,-1.678057278,-1.413844027,-0.923471258,-0.483696585,-3.44701682,-0.144309987,0.239093598,-0.530288696,0.051424762,0.321787819,0.478897636,0.383366292,0.219475595,0.64703882,0.924028211,0.227615422,0.617284606,0.555647742,0.707004226,0.870841515
RASGRP1,0.070530248,-0.02721027,0.218162412,-0.010476435,1.365572103,0.71883807,0.571504358,0.657643868,-0.060673725,0.259028652,0.087212603,0.868810784,1.783296571,0.618422813,0.787083161,0.069973875,-0.314326204,0.845526081,-0.012692968,0.554568465,-0.554232133,-1.67841089,-1.67841089,-0.791215924,-0.356081685,-0.74336363,-0.312206849,3.285316482,0.023018558,0.790219568,-1.67841089,-1.173577855,-1.615240798,-1.67841089,-1.67841089,-0.974937913,-1.67841089,-0.990458652,0.430195681,-0.086076172,0.394229601,0.19197396,0.777005649,-0.199927047,0.667213488,1.068929092,1.018192134,-0.089759004,0.028046525,0.232407801
RBCK1,0.276369224,0.40920393,-0.088996969,0.56765014,0.825754618,0.307097517,0.152431568,0.272658122,0.530069585,0.399821035,0.530375432,-0.039872458,-0.09741575,0.485924582,0.845915262,0.245706713,0.417318979,0.389156055,0.541409658,0.313350945,0.450055607,-0.694235868,0.072133277,-0.082592664,0.291586931,-0.049440805,0.129723041,-3.740819595,0.045370992,0.179629591,-0.421171226,-0.320841421,0.09127901,-0.332515418,-3.740819595,0.032197729,-3.740819595,0.177342586,0.381344915,0.199068563,0.365354376,0.320022837,0.139597598,0.426778947,0.570158939,0.119496028,0.336192462,0.489458131,0.55971847,0.462817965
RGS6,-0.689675207,-0.167419262,-0.346545408,1.30003455,1.892411287,1.146789968,0.209414803,0.894448087,-0.571312973,1.47738461,-0.539531099,0.843786566,1.719410864,0.524142579,1.5759733,0.179977536,0.115243664,0.950298453,-0.701312721,0.800273726,-0.880589939,0.568112721,0.461730105,-0.449794224,0.324101195,-1.149474846,-0.139916467,-1.492733881,-1.369671173,-0.604067232,-1.492733881,-0.630772058,-0.777135686,-1.492733881,-1.492733881,-1.20917465,-1.492733881,-0.68478245,-1.427664353,-0.592499986,-0.509194044,0.260035161,0.373558876,0.985451584,1.368840912,1.049061141,1.337315938,-0.009475292,-0.621845868,1.177726718
SEMA6A,0.578737157,0.724118545,-0.30075462,1.034402108,0.478019123,0.444674698,-0.588434912,0.328111622,0.464063394,0.303936335,0.794476153,-0.51110452,0.149542126,1.184947358,0.723696295,0.940605938,1.250438962,0.676402567,0.53443716,0.563640263,0.229788281,-1.530807481,-1.595283265,-0.682398274,-0.838868972,-0.840103504,0.303407616,1.292895436,-1.482517373,-0.352610553,-1.598475098,-0.620565015,0.246194144,0.822066314,-3.295494997,0.15547858,-3.295494997,-0.379703565,-0.447475963,-0.172923306,0.647685657,0.605894529,0.166534083,0.632601082,0.218505927,0.722881575,-0.268004593,0.648129181,0.346364122,0.588344682
SEMA6D,0.371528684,0.295926604,0.673187488,0.802122906,0.350507722,1.236372303,0.905875042,0.842202603,0.402551315,0.683476057,0.079537386,0.28693319,0.944721188,1.126404643,0.524343262,1.036312757,0.381175979,0.854625592,0.267372005,0.777280829,-0.05344657,-2.360053791,-2.360053791,-0.578971616,-0.627410451,-0.648548058,0.225421156,-2.360053791,-1.64918304,0.044968936,-0.508392806,-0.974864184,-0.475731266,-2.360053791,-2.360053791,-0.475464517,-0.558685042,0.195809229,-0.824896643,0.172420828,0.42901708,0.153136325,0.473539612,0.366037877,0.308971646,0.858016314,1.093108481,0.651066355,0.308487741,1.053404012
SEPTIN11,0.464066713,0.536185318,0.187331133,0.81960822,0.541584853,0.712275337,0.214924425,0.838108986,0.480224121,0.564656604,0.718009206,0.959281359,0.705607083,1.072115449,0.670440886,0.453257327,0.224832603,0.592621309,0.431858985,0.723106945,0.272751785,-0.38523594,-2.644920946,-0.164113677,-0.215254892,-0.962257776,-0.266044218,1.110325386,-1.586782063,0.192710629,-0.941641812,-0.401341354,-1.526363024,-2.644920946,-2.644920946,-0.686174572,-2.644920946,-0.763708922,-0.576148662,0.26431153,0.515978923,0.489619282,0.63971072,0.608358302,0.400316812,0.610305151,0.362610589,0.476827462,0.445366053,0.755461209
SLC2A10,-1.279086631,0.622331716,0.191020152,1.027128941,1.236897063,0.564493801,0.382288844,0.951502185,1.032123885,0.985494886,-1.184621222,-0.127736299,-0.149164988,1.186494465,1.331847198,0.425033427,0.110459926,0.720277698,0.996887963,0.646505696,-1.387760847,-1.755235396,0.901796114,-0.4230537,0.272259803,-1.457445978,-0.150673918,-1.755235396,-0.762412972,0.204650564,-1.755235396,-1.196119764,-1.719448273,-1.755235396,-1.755235396,-0.908492031,0.661351313,-0.082168005,-0.592725189,0.122111172,-1.133195547,0.593097218,0.440145859,0.862733541,0.968162056,0.384755203,0.470467603,0.908401525,1.204326735,0.925235793
SLC4A4,0.775094753,0.526557522,-0.040849785,1.149952888,0.857575865,0.767639075,0.247475727,1.194380612,0.798023942,0.471308173,0.874420505,0.905041142,0.962268511,1.474744177,0.59564673,0.448677471,0.500771254,1.018009752,0.891503231,0.321657022,0.506293758,-0.471795583,-1.806576999,-0.208075549,-0.82739749,-1.806576999,-0.597814336,-1.806576999,-1.417022019,-0.724192341,-0.549286167,-0.722365125,-1.721467823,-1.806576999,-1.806576999,-1.286965781,-1.806576999,-0.759646959,-1.051518088,-0.604670246,0.935450822,0.438035839,0.450382555,0.755092449,0.631695533,0.727536044,0.789056331,0.728792379,0.652027571,0.427417648
SLC6A11,-1.116707592,0.745692854,0.367006729,1.657578146,1.078720473,0.131124833,-0.994415933,1.747141426,0.437373072,-0.672135495,0.082654805,1.133132409,1.573631007,2.157684345,1.379474059,0.266125876,0.866933759,1.594997178,0.960329088,0.260550131,-0.947226413,-1.196668491,-1.196668491,-0.118880848,-0.30412783,-1.196668491,-0.846552733,-1.196668491,-0.820825785,-0.991696066,-1.196668491,-0.646275578,-0.502863218,-1.196668491,-1.196668491,-0.89645192,-1.196668491,-0.723893787,-0.538512709,-0.898922351,-0.880825336,0.55964523,0.890242855,0.938926296,0.887833303,0.835746299,-0.109574342,1.199336428,0.163205501,-0.331850237
SMO,-1.165572028,0.61704079,0.982782743,1.248800058,1.226210112,0.783209851,-0.568971857,0.536952728,1.127517787,0.822146651,-0.334704205,-0.183455354,-0.226713975,1.290694504,1.316866307,0.386975076,-0.156665857,0.648636462,1.209550657,0.585530264,-0.290168143,-1.309586833,0.707316132,-0.605930793,0.190297519,-0.675927169,-0.581133051,-2.264573601,-0.966480743,0.233913784,-1.232583778,-1.979061416,-1.157841536,-2.264573601,-2.264573601,-0.755698844,-0.08988193,-0.201687733,-0.284424916,0.287020142,-1.106323488,0.641203217,0.599884743,0.998988808,0.953148112,0.316569675,0.189725872,0.763929843,1.054595259,0.947027358
SNTA1,-0.247300163,1.008691678,0.258387966,1.036199795,0.572617298,0.467133743,-0.106046155,1.070004814,0.627399332,0.140160884,0.815266755,1.300153883,1.090610927,0.894623088,0.657419073,0.711231222,0.879135684,0.88672711,0.881102534,0.387214897,-0.172268764,0.312115561,-2.578798129,-0.400471732,-0.661616443,-0.953163336,-0.315559308,-2.578798129,-0.750810501,-0.59485407,-0.755219898,-0.129113743,-0.729385779,-0.810621152,-2.578798129,-0.742603801,-2.578798129,0.015007643,-0.662823895,-0.877619554,0.180318552,0.777030006,0.745371975,0.93886873,0.584705743,0.959244722,0.01360354,0.669608401,0.536117897,-0.191402641
TEAD3,-0.098877928,0.014409938,0.394607156,1.207499123,1.003407169,1.213374119,0.743567697,0.70671207,0.734909107,1.313362721,-0.54987453,-0.226555762,-0.117649287,0.819858341,0.536213383,0.57797932,-0.019388422,0.635845792,0.597434372,0.984497391,-1.077082925,0.675666549,-1.827303782,-0.329084917,-0.246715077,-0.584048455,-0.095189093,-1.827303782,-1.266624643,0.555738593,-1.827303782,-1.025543569,-1.295430486,-1.827303782,-1.827303782,-0.81133917,-1.827303782,-1.408227551,-0.676809405,0.589451114,-0.434291123,0.42212933,0.539627477,1.091733716,0.750133558,0.763013638,0.970890509,1.032621527,0.894735333,1.457135989
TLE2,0.855711558,0.066764416,-0.153237016,0.37258533,1.332360086,0.53737324,-0.301153275,0.180366301,-0.026212692,0.730060173,0.784931852,-0.091037021,-0.203826603,0.482332593,1.692833777,0.235935624,-0.178308291,0.639788793,-0.147462127,0.613098036,0.702755049,-0.6251852,-3.110927704,-0.622354269,0.778322069,-0.546882085,-0.396564593,1.305395688,-0.368516536,0.414225679,-1.178625712,-0.754551435,-0.891895026,-3.110927704,-3.110927704,-0.772570629,0.719171561,-0.019766538,-0.345169214,0.270752803,0.577372352,0.357070084,0.124615565,0.114345505,1.236482049,0.446185953,0.055200964,0.281865013,0.05932932,0.988869941
TMEM161A,0.134177795,0.401650904,0.525558467,0.385836998,0.921723209,0.246777538,-0.14256235,0.009897246,0.555774529,0.437541823,0.256791247,0.033927638,-0.062280137,0.5654036,0.88337403,0.210500032,0.030006075,0.118175823,0.459371675,0.374939696,0.345189603,-0.08649065,-3.174877595,-0.302639105,0.408157643,-0.224388083,0.065377469,1.46621619,-0.020669801,0.369392813,-3.174877595,-0.050471552,0.33102948,-3.174877595,-3.174877595,-0.040230247,0.420936643,-0.353596864,0.069669348,0.391954722,0.086159325,0.5835318,0.387353131,0.208662406,0.715181859,0.09597869,0.227377195,0.137131377,0.547775041,0.574336107
TRIP6,-0.671877803,0.481500471,0.173242138,0.959097553,0.845665035,0.646002923,0.636331522,0.43768825,0.824343423,-0.090072564,-0.550452369,0.289189254,-0.411277758,0.995139959,0.462026988,0.544116999,0.324659139,0.312246855,0.775349613,-0.1125988,-0.862270929,0.047384537,0.244055741,-0.001023153,-0.104421268,-0.569538439,0.395738037,1.808722152,-0.164255993,-0.552852764,-0.704210864,-0.219508188,-0.103079503,-3.276987781,-3.276987781,-0.209050994,-3.276987781,-0.228464415,-0.037732831,-0.246369171,-0.616531574,0.542852448,0.490109936,0.990176307,0.694651908,0.514706009,0.639851505,0.600986688,0.87451674,-0.263799407
WSCD1,-0.405507626,0.499001019,0.585154625,1.001661809,1.238365104,0.185734729,-0.837531372,0.170285684,0.275147707,0.921118103,-0.449912399,-0.413369046,-0.668190951,1.461411446,1.555591941,0.15609999,0.027926163,0.507738798,0.196285059,1.03934114,-0.452929023,-0.836411976,-0.147613141,-0.224219773,0.478425765,-0.620337155,-0.19978364,0.80376551,-1.105619427,0.50421897,-3.328321363,-0.295974801,-0.659005583,0.601849003,-3.726700118,-0.624078919,-1.56335139,-0.613982582,-0.227727694,0.560688109,-0.184907648,0.588425596,0.553210302,0.561736849,1.028591698,0.045690835,0.347052887,0.146989031,0.195334702,1.348633051
ZNF419,0.880378711,0.491870186,0.694275342,1.137440153,0.625730904,0.798350651,0.199984705,0.511726567,0.607772999,0.656859722,0.833332745,0.193632851,0.300954887,1.03777262,0.642945773,0.562726577,0.46032744,0.611859003,0.510555511,0.558101966,0.624584557,-1.030039024,-2.313247962,-0.085620564,-0.081327065,-0.594682247,-0.034198821,-2.313247962,-0.929985325,-0.001370266,-2.313247962,-0.096339984,-0.791805257,-2.313247962,-2.313247962,-0.441987991,-2.313247962,-0.8140927,-0.180168055,-0.003216301,0.773701034,0.713024352,0.460787987,0.856031886,0.444049716,0.550705522,0.201000921,0.591507482,0.696519359,0.735809241
ZNF45,0.601028858,0.470561879,0.565333658,0.988731641,0.570675542,1.000353126,0.323856759,0.470074611,0.671288258,0.749426981,0.514865756,-0.26966016,0.11869214,1.130950267,0.760803171,0.554836824,0.398588095,0.533214431,0.532701063,0.8011034,0.623457935,-1.312644655,-2.291444867,0.084640132,-0.099054925,-0.886000218,-0.009922494,-2.291444867,-1.167670342,0.239502572,-2.291444867,-0.851564498,-0.179544537,-2.291444867,-2.291444867,0.059452708,-2.291444867,-0.506056064,0.236256007,0.396758731,0.543971419,0.666285834,0.486169933,0.790664489,0.37962224,0.481217305,0.253014206,0.553769912,0.567993015,0.910924196
