,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3
S1PR1,0.876272972,0.711060455,0.023291715,0.423105903,-0.104754996,0.147277181,-0.047215772,1.148032269,0.672794044,0.103784672,1.134403515,1.08910113,0.966953232,0.636064987,0.376332901,0.911912672,0.731590966,0.78259141,0.922062713,0.588851287,0.696811257,-0.065699008,-2.4411748,0.198831132,-0.366003619,-1.810012092,-0.376831229,-2.4411748,-1.122907255,-0.168578156,-1.073134769,-0.037815014,-1.277158338,0.286139712,-2.4411748,-1.152569468,-2.4411748,-0.669091515,-0.577676103,-0.608063085,1.042602977,0.64806143,0.752678429,0.377476748,0.209982135,0.84307363,0.288760452,0.768218982,0.551888786,0.312199925
SELENOW,0.15319084,0.579264208,0.38011635,0.403444683,-0.197052502,-0.174005908,-0.422906306,0.230984162,-0.070950821,0.089010291,0.325538653,0.770794831,0.436147489,0.39392597,-0.074389822,0.383017539,0.485388036,0.32654708,0.057239895,0.26751158,-0.099814768,1.23714059,0.302245291,0.422605661,0.023961226,0.834443881,0.252628601,-3.663555799,0.229826645,-0.165154874,0.490050581,1.011642562,0.899768934,-3.663555799,-0.625240338,0.11082696,-3.663555799,0.357596271,-0.046836539,-0.288549276,0.138189928,0.476678864,0.395023407,0.407504617,0.037973211,0.321487353,-0.258385175,0.166562776,-0.116602546,0.132277303
SERPINI1,-1.409176138,0.5389765,-0.586228966,-0.627130785,-1.148896806,-0.461508272,-1.059937129,0.960798116,0.178051368,-0.200935783,-0.56808636,1.126185644,1.840395717,-0.713316471,-0.229386409,1.106455066,1.02219033,1.210354612,0.450348482,0.687473711,-0.010242365,-0.363129131,0.861323125,0.718629114,-0.535724416,0.316843047,0.743383033,-2.617552704,-0.053482597,-0.173936616,-0.07437512,0.307911942,1.181811752,-2.617552704,-2.617552704,1.291488332,0.68437031,0.684504734,0.589061079,-0.046522023,-1.0888277,0.555366689,0.583196448,-0.223009977,0.045239566,1.269466041,-0.843615601,0.431289739,-0.54675192,-0.568235801
SH3GL2,1.069327701,0.188867051,0.440862771,-0.652117234,-0.630402223,-0.152331475,-0.378368295,1.180932669,0.741696323,-0.157970083,1.334170613,1.517454546,2.111455502,-0.407259196,0.097381862,-0.148854041,-0.018022712,1.39458715,0.722535638,0.846783352,1.073131478,-0.442948443,0.016237285,-1.065598011,-1.109683424,-1.204804236,-0.756728213,-1.705595912,-0.99087651,-0.745465058,-1.705595912,-0.591403335,-0.924533646,-1.705595912,1.959646117,-1.373751988,0.482653857,-1.508842501,-0.426523315,-0.751339586,1.246592802,0.833672923,1.072831071,-0.714775719,-0.199858363,1.476930104,0.092740171,0.007954215,0.637623234,-0.076823089
SH3GL3,-1.063484777,1.230603433,-0.379823856,-0.57891459,-1.204485418,-0.892697523,-1.619770305,0.496150529,-0.070603641,-0.106759923,-0.052445486,1.03814201,1.11627106,-1.019006644,-0.5422379,1.142853562,1.508850288,0.910233975,0.286155334,0.617203746,0.208297967,-0.306806362,-1.762893229,1.030207268,-0.690706133,0.510934578,1.166732647,-1.762893229,-0.238440563,-0.214405357,-1.762893229,0.494766546,1.164378123,2.698046366,-1.762893229,0.786671191,-0.209439214,0.808928227,0.478315718,-0.159809636,-0.99739115,0.62945505,0.519122812,-0.140722545,-0.084684074,0.99403699,-1.208344376,0.63446067,-0.968188326,-0.670077377
SIRT5,0.361768016,0.655180197,0.747705842,0.224823822,0.391830913,0.323723007,0.074341901,0.823053923,0.535059786,0.519870506,0.475392351,0.831056182,1.26555324,0.211677725,0.533481795,0.505292529,0.527437198,0.795899012,0.428694123,0.539690638,0.513257218,-2.47275685,-2.47275685,-0.087974424,-0.256910117,-0.38091766,0.054897803,-2.47275685,-0.928372833,0.445022771,0.690406512,-0.263472197,-0.417393635,-2.47275685,-2.47275685,-0.238747216,-2.47275685,0.153632106,-0.222235538,0.165333538,0.28427347,0.719116368,0.690670497,0.186924178,0.41396016,0.759653997,0.216448141,0.453066201,0.583323705,0.531045348
SLC31A2,-0.831559791,0.820243535,-0.454565664,-0.300946489,-0.801218264,-0.025293171,0.358013402,0.304529541,0.368312731,0.123196314,-0.326945487,-0.30988383,0.114231353,-0.859538338,-0.322507897,1.261430582,1.60625193,0.616764917,0.583387029,0.670401853,0.070633839,-0.981959475,-1.180265329,0.870314997,0.126228815,0.212544013,1.118312514,-3.090504139,0.146105666,0.401668165,0.062997163,0.141391612,1.092367576,0.186485015,-3.090504139,1.286159435,-3.090504139,0.776212063,0.778227421,0.662515778,-0.840341619,0.283972332,0.096381766,0.031042003,0.128659535,0.696796456,0.147286648,0.785365613,-0.015663583,-0.406230255
SNCG,1.01639449,0.25866619,0.24492749,-0.606571917,-0.677396949,-0.474060031,-0.962310996,1.077931981,-0.109258131,-0.462278827,0.866474752,1.834497401,1.964743834,-0.591902872,-0.330243177,0.526914812,0.597600966,1.220367573,-0.111921214,0.715920836,-0.317927204,1.833015121,-1.75315481,0.432378067,-0.352240627,1.053788,-0.239435489,-1.75315481,-0.228614718,-0.523583622,0.505595531,1.39299032,-0.585801563,-1.75315481,-1.75315481,-1.134001168,-1.75315481,-1.146425229,-0.610580207,-0.854753099,1.332347416,0.90894298,1.067850931,-0.123698234,-0.078850717,1.532952429,-0.54467298,-0.181698499,-0.155502597,-0.214797005
SPAST,0.709699584,0.718404326,0.324007978,0.518247844,0.467952102,0.732695297,0.052782166,0.511513235,0.552028371,0.535624707,0.602289152,0.227724637,0.588918488,0.575742861,0.625483199,0.680676098,0.795169183,0.612967869,0.621864709,0.6329993,0.745557278,-0.950302226,-2.612684763,0.040999858,-0.174082681,-1.117679646,0.301127186,-2.612684763,-1.182714257,0.375009133,-0.989035419,-0.237834523,-0.188552164,-2.612684763,-2.612684763,0.270579033,-2.612684763,0.039781661,0.27179666,0.418956369,0.66837317,0.572793178,0.307922079,0.38107119,0.361765734,0.679620264,-0.073345484,0.501549365,0.339479603,0.613797345
TCEAL1,0.71703446,0.181855118,0.156079875,0.447532082,0.318353845,0.273641603,0.02372845,0.490006061,0.436942258,0.424100119,0.477884284,0.644504314,0.715204943,0.442161205,0.350780841,0.206861845,0.165685031,0.552013118,0.423558602,0.425744902,0.58139124,-0.136933475,-3.215318512,0.329806794,0.322651755,-0.589619296,0.226374322,-3.215318512,-0.219343966,0.21351119,-0.567873164,-0.072242331,-0.134022077,-3.215318512,-3.215318512,0.049062602,0.842981173,-0.109096227,0.113221408,0.121009383,0.576379399,0.384600073,0.296478796,0.316259677,0.297698018,0.552737084,0.466876359,0.293565814,0.365720198,0.466406343
TCEAL2,0.892748408,0.937051134,0.424244259,0.406967292,0.394972142,0.321018428,-0.522383192,0.72329003,0.470570698,0.285957188,0.912319052,1.306295742,1.182672997,0.334321432,0.651090496,0.512778285,0.374552358,0.729203502,0.522177171,0.457846914,0.619984637,0.22710829,-2.294312205,-0.029202867,-0.072990254,-0.355788644,-0.34093666,-2.294312205,-1.072574647,-0.055612731,-2.294312205,0.188915677,-0.720336925,-2.294312205,-2.294312205,-1.04947763,-2.294312205,-0.359520754,-0.365515713,-0.303563943,0.963766436,0.938276666,0.722702073,0.422776121,0.447207523,0.884499305,0.498823591,0.29897999,0.426777991,0.533881362
TMEM144,-2.378021672,1.103318633,-0.979658494,-0.360561901,-0.977003599,-0.362330985,-1.287132186,0.383971134,0.303212066,0.096586049,-0.359538918,-0.009661425,0.489099524,-1.295351673,-0.495019815,1.430018532,1.877513871,0.962831679,0.608501877,0.736083483,0.260269407,-1.121267213,0.544373601,0.885405587,-0.643357699,0.37472942,1.434070228,-0.475268835,-0.471296008,-0.185809813,-0.494317652,0.214440833,1.093761024,1.095165343,-3.249334064,1.197146946,0.046764967,0.86682996,0.648690364,0.172194166,-1.855768211,0.217624842,0.160185529,-0.01446153,0.045047728,1.007987362,-0.790521347,0.911576082,-0.526355908,-0.835361292
TTC1,0.324920013,0.457462858,0.378159654,0.427685506,0.197675127,0.320227638,0.133772676,0.386772933,0.328701263,0.353270922,0.327722043,0.601754028,0.724915784,0.324641588,0.205919838,0.333434558,0.305053673,0.358340623,0.368591542,0.37778651,0.193162701,0.370114114,-0.054440974,0.509201606,0.197920587,-0.259321463,0.267697135,-3.81423942,-0.378108278,0.200169987,-0.316494292,-0.004532779,0.233333378,-3.81423942,-3.81423942,0.23566034,-0.068063523,-0.389969132,0.070495591,0.016695482,0.23987755,0.432678655,0.500012386,0.391390042,0.276053858,0.481858918,0.194908517,0.296691414,0.239751934,0.329165727
TTPA,-0.817692415,0.918849478,0.168411079,1.026153813,0.135633837,-0.533566422,-0.949172017,1.842522856,0.505255752,0.053691567,1.141667948,1.265090853,1.883135901,1.215079697,0.227976247,0.327946301,0.836553005,1.586029371,1.147909793,0.783820171,0.097035801,2.500442043,-1.217148412,-0.606956546,-0.961163545,-0.795953223,-0.823740811,-1.217148412,-0.671691634,0.10621819,-1.217148412,-1.217148412,-1.217148412,-1.217148412,-1.217148412,-1.180934673,-1.217148412,-1.217148412,-1.037047192,-0.41533672,-0.426512706,0.013339492,1.065588843,0.331389671,-0.337357534,0.509606313,-0.479241635,0.955960103,0.232587467,0.112807188
USP33,0.46230508,0.389109881,0.474254399,0.536845324,0.249380895,0.776111443,0.101203739,0.773340856,0.563842072,0.628878669,0.483269514,0.420891977,1.134468879,0.736275589,0.490440488,0.553231439,0.541278382,0.807823534,0.530061356,0.719576401,0.462785076,-1.292147786,-3.799962631,-0.139141415,-0.492434022,-0.917876774,-0.030156574,-0.197054959,-1.104989989,0.212142742,-0.808689899,-0.645510792,-1.013124456,0.385139287,-3.799962631,-0.086220397,-1.80605352,-0.817594078,0.05000467,0.253582109,0.435627365,0.40104392,0.458979195,0.333018796,0.169893378,0.740496073,0.055167726,0.501483638,0.398954855,0.720011178
VIP,-0.219631536,-0.061494794,0.094145647,0.490890283,-0.444797722,-0.043266665,-0.574268044,2.08471708,-0.217714529,-0.127242236,-0.107462067,2.451813144,3.108872799,0.2324944,0.159304766,-0.146186502,0.024475711,2.160422015,-0.108304265,0.931682909,-0.333760258,-0.996318271,-0.996318271,-0.391449397,-0.719034006,0.109366686,-0.482783322,-0.996318271,-0.996318271,-0.333646487,-0.996318271,-0.996318271,-0.488589375,-0.996318271,-0.996318271,-0.996318271,-0.996318271,-0.870715146,-0.462796208,-0.626381551,-0.304507924,1.562685769,1.451061735,0.201940377,0.02157974,2.123721365,-0.036940118,-0.174485363,-0.500301783,0.52976758
YPEL5,0.05053655,-0.084417614,-0.486071774,0.041449043,-0.230628114,-0.186691089,-0.174107291,0.167568007,0.121456006,-0.125463966,-0.005058612,0.293823594,0.807065192,-0.122967928,-0.291429197,-0.185533823,0.077266789,0.306520074,0.179763568,-0.016622636,0.567378391,-0.54226248,-0.119772442,0.596727534,-0.244646704,-1.147057251,0.561803864,2.530131412,-0.013062724,1.274516544,0.315832333,0.473885746,0.416773297,0.200849663,-5.886074679,0.500983293,-0.644982495,0.373639589,0.399654267,0.654243115,0.120827277,0.00480412,-0.104276976,-0.005530726,-0.238119463,0.310511086,-0.227248024,-0.20359359,0.054530247,-0.116921003
